"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PDE4DIP",3.99831574076332e-304,0.94100396587156,0.78,0.467,1.73135068206533e-299
"FBXL7",4.75246126279925e-304,0.780776162244921,0.715,0.316,2.05791077601733e-299
"BICD1",2.24976812974154e-303,0.954123002444901,0.671,0.334,9.74194595540683e-299
"LINC01748",5.94513045174378e-303,0.869413144286528,0.46,0.161,2.57436038821409e-298
"KREMEN1",2.78470119202951e-302,0.795899832445957,0.36,0.107,1.20583131017262e-297
"WWOX",4.86844390829953e-302,1.01386547368177,0.804,0.514,2.10813358117186e-297
"SMOC1",2.83064598825546e-301,0.792207664876011,0.275,0.063,1.22572632583438e-296
"ALDH7A1",1.08382185463983e-300,0.872581380920369,0.474,0.175,4.69316539496137e-296
"SLC16A9",9.47856994315131e-300,0.817608691661962,0.421,0.14,4.10441035678338e-295
"CAB39L",1.67638201990639e-297,0.90131758312205,0.449,0.163,7.25906942259864e-293
"SLC24A4",1.64752592175818e-296,0.844085531002319,0.294,0.073,7.13411674639726e-292
"TMEM232",1.29923126129667e-294,0.422094233244664,0.555,0.221,5.62593120766684e-290
"AC027117.2",6.44639970449262e-294,0.879376679283,0.42,0.143,2.79142000003939e-289
"MTSS1L",1.88093231571863e-293,0.813968978423718,0.462,0.17,8.1448131135248e-289
"LSAMP",2.85467578226168e-293,0.688180480437297,0.876,0.483,1.23613170723495e-288
"SPAG1",3.0864875927092e-292,0.804019007880117,0.374,0.118,1.33651085739494e-287
"RGMA",4.03804970118935e-292,0.815506411098719,0.497,0.188,1.74855628160901e-287
"MAPK4",1.74373603642414e-290,0.809293678609087,0.571,0.235,7.55072578492379e-286
"CSRP1",2.8985361044193e-290,0.833653206564259,0.456,0.165,1.25512410393565e-285
"EMP1",4.01637671271263e-290,0.818110367378535,0.32,0.088,1.73917144413882e-285
"SEMA6A",4.18875246150189e-290,0.758198531094095,0.313,0.083,1.81381359087955e-285
"RORA",4.31715929846132e-289,0.728293675185524,0.822,0.431,1.86941631941972e-284
"RTN1",1.7698862391584e-287,0.73961488730364,0.54,0.21,7.66396139280371e-283
"GPM6A",1.85075457347812e-286,0.695064770100016,0.876,0.486,8.01413745407497e-282
"LRRC9",2.23883551922669e-285,0.663648124050305,0.287,0.07,9.69460556535542e-281
"AC099792.1",1.9846444827361e-284,0.802011475735433,0.421,0.144,8.59390753914384e-280
"CDH4",2.00345465408959e-282,0.851341500771943,0.506,0.201,8.67535934313876e-278
"MPP6",1.86266487548024e-280,0.957618691216309,0.365,0.117,8.06571144380452e-276
"ARMC3",7.20816246218359e-280,0.538582471127778,0.331,0.09,3.12127850937474e-275
"AF117829.1",5.09722401023773e-279,0.873154330357047,0.554,0.243,2.20719994091314e-274
"PAMR1",1.47071181067319e-278,0.676705472451819,0.533,0.208,6.36847628257705e-274
"ECE1",1.32447178134423e-277,0.744107929554586,0.391,0.13,5.73522770757678e-273
"ARNT2",1.60449734559517e-277,0.782508629235762,0.554,0.233,6.94779440589619e-273
