"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TMOD32",3.19020095003615e-12,0.258894582233763,0.453,0.363,6.3804019000723e-09,"23","TMOD3"
"RBMS13",5.81046820958934e-12,0.487654900963159,0.365,0.428,1.16209364191787e-08,"23","RBMS1"
"TMSB101",6.72706790249017e-12,0.843305117633524,0.342,0.204,1.34541358049803e-08,"23","TMSB10"
"GALNTL6",3.73219367094186e-11,0.287818661810103,0.387,0.301,7.46438734188372e-08,"23","GALNTL6"
"TMEM156",5.63824063180509e-11,0.572152065348301,0.34,0.21,1.12764812636102e-07,"23","TMEM156"
"P2RY12",7.7752226974971e-10,0.884459938960939,0.278,0.285,1.55504453949942e-06,"23","P2RY12"
"PIP5K1B3",2.07746408262443e-09,0.377629483449661,0.39,0.322,4.15492816524886e-06,"23","PIP5K1B"
"IGHG1",2.9828921468633e-09,0.250550502259517,0.451,0.332,5.96578429372659e-06,"23","IGHG1"
"JAK3",4.23672984136583e-09,0.521772967874859,0.289,0.224,8.47345968273167e-06,"23","JAK3"
"TPK1",5.73926252254521e-09,0.396153993477583,0.4,0.301,1.14785250450904e-05,"23","TPK1"
"ZNF5163",5.79853030041388e-09,0.322389964283041,0.451,0.364,1.15970606008278e-05,"23","ZNF516"
"FCGR1A",2.28849433010097e-08,0.708045610950784,0.306,0.126,4.57698866020194e-05,"23","FCGR1A"
"HIVEP34",1.30586904538734e-07,0.334011561768289,0.512,0.445,0.000261173809077468,"23","HIVEP3"
"MIR646HG1",1.32237594637908e-07,0.533227946152893,0.272,0.27,0.000264475189275817,"23","MIR646HG"
"A2M",6.87878067318877e-07,1.12688842193864,0.354,0.4,0.00137575613463776,"23","A2M"
"C1QB",1.44828292129062e-06,1.12182046905087,0.308,0.283,0.00289656584258123,"23","C1QB"
"LGALS13",1.93176450749866e-06,0.404851402834407,0.375,0.311,0.00386352901499732,"23","LGALS1"
"PELI23",7.99977746367813e-06,0.252782120558304,0.539,0.461,0.0159995549273563,"23","PELI2"
"POU2F2",8.24105378152304e-06,0.949650369919268,0.306,0.272,0.0164821075630461,"23","POU2F2"
"C3",3.17350718696679e-05,1.34329065490431,0.389,0.25,0.0634701437393359,"23","C3"
"BIN2",3.82736150700647e-05,0.390272508065377,0.261,0.218,0.0765472301401294,"23","BIN2"
"LPAR6",0.000279480290847641,0.912669943397795,0.382,0.313,0.558960581695283,"23","LPAR6"
"XAF11",0.00109724153231802,0.534729661321673,0.279,0.184,1,"23","XAF1"
"IFITM32",0.00126743812631434,0.373612597464049,0.304,0.214,1,"23","IFITM3"
"PARP144",0.00171176732842816,0.747319037966519,0.325,0.177,1,"23","PARP14"
"IGLC2",0.00192111667654862,1.18902731635239,0.327,0.301,1,"23","IGLC2"
"TPRG1",0.00202952881789411,0.43783706920152,0.344,0.287,1,"23","TPRG1"
"LPAR5",0.00443824519035015,0.466566687771218,0.295,0.235,1,"23","LPAR5"
"DENND1B3",0.00582185467974981,0.351760589337472,0.343,0.27,1,"23","DENND1B"
"GAS61",0.00619410642256903,0.371541423352588,0.346,0.348,1,"23","GAS6"
"ITGAM",0.00681830249224076,0.629108918498922,0.355,0.261,1,"23","ITGAM"
"CD69",0.00992211463471974,0.270636380292725,0.252,0.104,1,"23","CD69"
"MT-CO26",1.22519344596269e-145,0.914412093802783,0.862,0.614,2.45038689192537e-142,"24","MT-CO2"
"MT-ND13",5.30538456603507e-137,1.20841254640218,0.716,0.473,1.06107691320701e-133,"24","MT-ND1"
"MT-CO36",5.23320082628372e-135,1.03640353399122,0.802,0.573,1.04664016525674e-131,"24","MT-CO3"
"KIRREL38",1.54422112609336e-130,0.957254568760749,0.95,0.862,3.08844225218672e-127,"24","KIRREL3"
"MT-CO16",5.83202414662873e-119,1.09055972432566,0.693,0.467,1.16640482932575e-115,"24","MT-CO1"
"MT-ND25",4.12554382809001e-117,1.06910508762352,0.723,0.504,8.25108765618001e-114,"24","MT-ND2"
"MT-ND35",6.01367196157291e-111,0.931338379787916,0.782,0.553,1.20273439231458e-107,"24","MT-ND3"
"MT-ND44",1.32498841209514e-106,0.876652524060879,0.746,0.54,2.64997682419028e-103,"24","MT-ND4"
"MT-ATP67",3.47935795639612e-99,0.794668242587366,0.768,0.56,6.95871591279223e-96,"24","MT-ATP6"
"CNTNAP47",3.56443954238652e-84,0.949415695344847,0.832,0.754,7.12887908477304e-81,"24","CNTNAP4"
"PTPRM4",1.0948587195875e-77,1.87198405726957,0.609,0.519,2.189717439175e-74,"24","PTPRM"
"DCC3",2.17928100432825e-75,1.53533866782066,0.643,0.544,4.3585620086565e-72,"24","DCC"
"GFAP6",6.2109651844755e-64,1.54261051603726,0.58,0.512,1.2421930368951e-60,"24","GFAP"
"MYRIP5",3.8629332281632e-46,1.50955791398756,0.61,0.603,7.72586645632641e-43,"24","MYRIP"
"ST6GALNAC37",3.25777655631779e-40,0.740874791695659,0.801,0.81,6.51555311263558e-37,"24","ST6GALNAC3"
"NKAIN28",1.72520945800156e-33,0.403263350027068,0.938,0.91,3.45041891600311e-30,"24","NKAIN2"
"NAV27",2.70961400687988e-27,0.740713537182018,0.726,0.753,5.41922801375976e-24,"24","NAV2"
"CNTN33",4.93213017812058e-27,0.304441134482848,0.286,0.534,9.86426035624116e-24,"24","CNTN3"
"ABCA65",5.60207554290134e-27,0.691808864122748,0.694,0.72,1.12041510858027e-23,"24","ABCA6"
"LINC022402",9.12473415862748e-24,0.367513412769669,0.245,0.49,1.8249468317255e-20,"24","LINC02240"
"C5orf174",7.27748071582093e-22,0.506170373160931,0.246,0.463,1.45549614316419e-18,"24","C5orf17"
"BCL25",2.29864674702552e-21,0.879154856897566,0.621,0.665,4.59729349405105e-18,"24","BCL2"
"FOXP21",1.20035829929463e-19,0.355175956984052,0.154,0.369,2.40071659858925e-16,"24","FOXP2"
"CALN15",5.78008629575566e-18,0.335290115548546,0.42,0.677,1.15601725915113e-14,"24","CALN1"
"ABCA93",2.61511331583574e-16,0.343089245151325,0.33,0.562,5.23022663167148e-13,"24","ABCA9"
"ADAMTS195",1.26145993305465e-15,0.339836384652067,0.238,0.46,2.52291986610931e-12,"24","ADAMTS19"
"ROBO21",4.12468520829027e-14,0.254748134093063,0.166,0.384,8.24937041658054e-11,"24","ROBO2"
"SHISA63",5.33045156135874e-14,0.461206900229545,0.19,0.385,1.06609031227175e-10,"24","SHISA6"
"EDA1",1.85963545888206e-13,0.338214757453074,0.283,0.507,3.71927091776411e-10,"24","EDA"
"ARHGAP243",1.23805745120195e-12,1.44488582839067,0.377,0.418,2.4761149024039e-09,"24","ARHGAP24"
"SFRP14",1.05061804749126e-11,1.00728087882204,0.363,0.404,2.10123609498252e-08,"24","SFRP1"
"FAM107A2",1.27424650144411e-11,1.2362080528244,0.391,0.437,2.54849300288823e-08,"24","FAM107A"
"P3H22",2.19824603422952e-11,0.624138821127264,0.274,0.472,4.39649206845903e-08,"24","P3H2"
"LURAP1L-AS15",2.2108148873513e-11,0.645343623805568,0.568,0.616,4.42162977470259e-08,"24","LURAP1L-AS1"
"FAR22",4.12435733583971e-11,0.275247137057301,0.169,0.375,8.24871467167942e-08,"24","FAR2"
"AC025159.15",4.42057633267277e-11,0.278216064332968,0.336,0.551,8.84115266534555e-08,"24","AC025159.1"
"AP000282.14",3.16011436948517e-10,0.26840045411691,0.236,0.445,6.32022873897035e-07,"24","AP000282.1"
"MIPOL13",3.96175891796035e-10,0.274729739470309,0.219,0.424,7.9235178359207e-07,"24","MIPOL1"
"AP001347.13",7.81576904768798e-10,0.59961817858692,0.277,0.468,1.5631538095376e-06,"24","AP001347.1"
"DGKH2",8.64733818939197e-10,0.288104529762635,0.193,0.397,1.72946763787839e-06,"24","DGKH"
"CHSY33",1.30843481611347e-09,0.518972476547433,0.23,0.428,2.61686963222694e-06,"24","CHSY3"
"POT1-AS14",3.95834208753248e-09,0.301930215932058,0.26,0.466,7.91668417506496e-06,"24","POT1-AS1"
"CPB1",5.98617733523730e-09,0.443073596181041,0.186,0.252,1.19723546704746e-05,"24","CPB1"
"VIM3",8.35149121739922e-09,0.299797407786475,0.191,0.387,1.67029824347984e-05,"24","VIM"
"AHCYL23",8.93453788576151e-09,0.271072744284001,0.282,0.488,1.7869075771523e-05,"24","AHCYL2"
"SDK21",1.70030656747938e-08,0.291303081367199,0.214,0.404,3.40061313495877e-05,"24","SDK2"
"CENPP2",2.3396645691018e-08,0.894861401172697,0.325,0.381,4.67932913820361e-05,"24","CENPP"
"SPP19",3.23768769981506e-08,0.326857502286117,0.646,0.698,6.47537539963012e-05,"24","SPP1"
"RANBP177",9.43487384227307e-08,0.386744044642709,0.431,0.631,0.000188697476845461,"24","RANBP17"
"AC026316.58",1.9830827870283e-07,0.280827208832469,0.814,0.866,0.000396616557405661,"24","AC026316.5"
"LINC01122",2.45685081427581e-07,0.2636945515852,0.224,0.419,0.000491370162855161,"24","LINC01122"
"TCF7L25",2.72953729618379e-07,0.440129593099621,0.378,0.574,0.000545907459236758,"24","TCF7L2"
"FANCC1",7.78788759120485e-07,0.368774976281055,0.287,0.481,0.00155757751824097,"24","FANCC"
"HBB2",1.50463067884464e-06,0.61007274728143,0.244,0.305,0.00300926135768928,"24","HBB"
"AC027117.25",1.75086027726663e-06,0.533748121626418,0.316,0.496,0.00350172055453325,"24","AC027117.2"
"ADAM233",2.48337705939643e-06,0.250510854057793,0.225,0.412,0.00496675411879286,"24","ADAM23"
"HLA-A6",5.22480424656715e-06,0.370959685696468,0.207,0.289,0.0104496084931343,"24","HLA-A"
"AC073529.1",6.17864923910598e-06,0.322530729426129,0.194,0.379,0.012357298478212,"24","AC073529.1"
"CLU4",1.76539892471529e-05,0.256105654511178,0.289,0.367,0.0353079784943057,"24","CLU"
"EXT13",2.59380481907298e-05,0.321800305395562,0.33,0.514,0.0518760963814597,"24","EXT1"
"GULP12",0.000124816904614311,1.34929108172753,0.394,0.482,0.249633809228623,"24","GULP1"
